product_id,name,price,quantity,category,description,production_date,expiration_date,rating,status
607,Пакеты для Дня отца,4753,352,Товары для дома,Подходит для использования в качестве замены традиционных молочных продуктов.,1994-03-01,2029-07-13,0.4,Available for Pickup
608,Компот из сухофруктов,330,408,Напитки,Поддерживает иммунитет и общее состояние здоровья.,1996-01-15,2003-01-10,1.74,Pending
609,Варенье,5239,4,Бакалея,"Отличается низким содержанием жира, что делает его подходящим для тех, кто следит за фигурой.",2019-01-10,2030-01-10,2.82,In Stock
610,Ананас,5804,953,Фрукты,Помогает поддерживать нормальное функционирование печени и желчного пузыря.,1990-04-15,1994-04-08,0.14,Pending
611,Кефир,2607,215,Молочные продукты,Идеально подходит для употребления в чистом виде или в составе различных блюд и напитков.,1998-01-01,2017-03-05,2.54,Sold
612,Повидло,1204,543,Бакалея,Помогает предотвратить дефицит витаминов и минералов в организме.,2016-01-03,2016-02-15,4.01,Backorder
613,Персик,6719,935,Фрукты,Отличается высокой усвояемостью и не вызывает дискомфорта в желудке.,2022-05-06,2030-02-13,0.87,Cancelled
614,Лавровый лист сушеный,7156,783,Бакалея,Широко используется в традиционной и современной кухне.,2017-03-01,2022-05-08,0.19,Pending
615,Реутовская,8091,840,Напитки,Помогает поддерживать нормальную функцию щитовидной железы благодаря содержанию йода.,2000-07-06,2005-05-07,2.68,Awaiting Review
616,Брокколи,8205,298,Овощи,Является важным компонентом сбалансированного рациона питания.,2002-03-01,2011-08-02,3.07,Temporarily Unavailable
617,Пироги с мясом,1696,553,Мясо,Служит основой для создания множества кулинарных шедевров.,1993-07-17,2010-01-21,0.6,Delivered
618,Кондиционер для волос,8478,349,Товары для дома,"Помогает улучшить состояние волос, ногтей и кожи.",2019-01-10,2024-04-17,1.66,Returned
619,Тимьян сушеный,386,829,Бакалея,Прошел тщательный отбор сырья и контроль на каждом этапе производства.,1995-01-20,2006-04-02,1.01,Returned
620,Пакеты для фестиваля,5152,947,Товары для дома,"Отличается высоким содержанием апигенина, флавоноида, полезного для здоровья мозга и иммунной системы.",2005-01-16,2018-02-04,2.83,New
621,Fruko Schulz,6397,531,Напитки,"Помогает поддерживать нормальный уровень адреналина, гормона стресса и возбуждения.",1991-05-01,2015-02-01,0.65,Shipping
622,Клюква,6127,478,Фрукты,"Отличается высоким содержанием даидзеина, изофлавона, полезного для здоровья женщин во время менопаузы.",2007-01-07,2017-01-18,0.84,Sold
623,Каша из дробленной перловой крупы,8142,343,Бакалея,"Отличается устойчивостью к температурным изменениям, что облегчает хранение.",2013-01-23,2014-04-02,0.98,On Backorder
624,Каша из перловки,8105,460,Бакалея,"Является источником важных микроэлементов, таких как магний и калий.",2008-03-13,2013-01-18,3.48,New
625,Козлятина,7741,651,Мясо,Может использоваться в детском питании начиная с раннего возраста.,2016-08-05,2024-03-02,4.53,Refunded
626,Яблоко,6265,322,Фрукты,"Отличается высоким содержанием пробиотиков, улучшающих микрофлору кишечника.",2018-04-09,2025-03-04,1.22,Temporarily Unavailable
627,Тимьян сушеный,9989,52,Бакалея,"Помогает поддерживать нормальный уровень тиреоидных гормонов, регулирующих обмен веществ.",1997-04-03,2010-04-13,2.62,On Backorder
628,Пакеты для Всемирного дня музыки,137,419,Товары для дома,"Отличается высоким содержанием капсаицина, вещества, ускоряющего метаболизм и уменьшающего боль.",1996-07-06,2006-02-06,1.8,Cancelled
629,Пакеты для охоты,680,598,Товары для дома,"Отличается высоким содержанием олигосахаридов, полезных для здоровья кишечника и иммунной системы.",1998-01-13,1998-03-01,0.75,Available for Pickup
630,Клинская,6153,241,Напитки,Помогает поддерживать нормальный уровень гормонов в организме.,2006-05-03,2008-04-02,3.94,Temporarily Unavailable
631,Гранат,7303,923,Фрукты,"Подходит для людей, следящих за своим весом, благодаря низкому содержанию калорий.",1998-03-09,2011-04-03,3.53,On Backorder
632,Розмарин сушеный,1907,47,Бакалея,Является важным элементом спортивного питания для восстановления после тренировок.,1996-04-02,2015-06-02,0.15,Shipping
633,Капуста белокочанная,8352,22,Овощи,"Отличается высоким содержанием витамина C, необходимого для здоровья кожи и иммунной системы.",2020-04-01,2027-01-01,1.17,Out of Stock
634,Нектарин,6440,594,Фрукты,Отличается высокой степенью очистки и отсутствия посторонних примесей.,2014-07-02,2028-10-02,4.98,In Stock
635,Фейхоа,2622,719,Фрукты,"Помогает поддерживать нормальный уровень апигенина, флавоноида, полезного для здоровья мозга и иммунной системы.",2005-02-06,2028-03-05,4.27,Sold
636,Миргородская,3512,182,Напитки,Помогает поддерживать нормальный уровень кислотности желудка.,2016-04-02,2023-01-19,0.44,Refunded
637,Донат магний,698,963,Напитки,Помогает регулировать уровень сахара в крови и предотвращать резкие скачки инсулина.,2011-03-20,2020-01-11,3.72,Backorder
638,Иркутская,4432,840,Напитки,"Помогает улучшить состояние волос, ногтей и кожи.",2016-05-08,2028-05-07,3.91,Shipping
639,Мороженое,3171,558,Молочные продукты,"Является источником важных микроэлементов, таких как магний и калий.",2015-03-05,2026-02-07,0.52,Temporarily Unavailable
640,Пищевая пленка,8891,603,Товары для дома,"Подходит для людей всех возрастов, включая детей и пожилых.",1999-05-04,2023-10-01,4.98,Backorder
641,Дыня,9498,724,Фрукты,"Отличается низким содержанием натрия, что делает его безопасным для гипертоников.",2003-10-18,2019-01-05,3.12,Shipping
642,Ряженка,1930,447,Молочные продукты,"Отличается высоким содержанием витамина K, необходимого для свертывания крови и здоровья костей.",1998-02-15,2009-02-21,0.34,Refunded
643,Шпинат,5966,435,Овощи,Помогает поддерживать нормальный уровень холестерина в крови.,2016-04-08,2017-01-02,4.46,In Stock
644,Кетчуп,4975,389,Бакалея,Отличается простотой в использовании и хранении.,1993-03-09,2011-04-07,2.26,Returned
645,Тэфф,8679,384,Бакалея,"Помогает поддерживать нормальный уровень мирицетина, флавоноида, обладающего антиоксидантными и противовоспалительными свойствами.",1994-03-05,2027-07-05,1.66,Awaiting Payment
646,Катык,438,312,Молочные продукты,"Отличается низким содержанием лактозы, что делает его доступным для людей с ее непереносимостью.",2000-03-12,2000-06-10,1.76,Awaiting Payment
647,Гауда,1351,183,Молочные продукты,"Имеет низкий гликемический индекс, что делает его безопасным для диабетиков.",1998-03-05,2004-01-20,2.46,Out of Stock
648,Айран,5622,383,Молочные продукты,"Отличается высоким содержанием DMAE, вещества, улучшающего умственную деятельность и настроение.",2010-01-03,2024-02-19,4.43,Pending
649,Кабачок,2844,809,Овощи,Помогает поддерживать нормальный уровень глюкозы в крови.,2012-01-02,2020-08-08,4.4,Shipping
650,Северянка,4502,598,Напитки,"Отличается высоким содержанием пикногенола, мощного антиоксиданта, полезного для кожи и сосудов.",1992-03-15,2012-07-12,0.79,Delivered
651,Monster Energy,2096,232,Напитки,Помогает поддерживать нормальное функционирование печени и желчного пузыря.,2002-01-07,2009-04-01,4.88,In Stock
652,Чеддер,7344,860,Молочные продукты,"Помогает поддерживать нормальный уровень цистеина, аминокислоты, участвующей в синтезе глутатиона.",2008-05-06,2015-01-11,0.04,Backorder
653,Чеддер,3872,740,Молочные продукты,Помогает нормализовать артериальное давление и уровень холестерина.,2006-02-17,2016-02-12,0.37,Awaiting Review
654,Варенец,162,843,Молочные продукты,Отличается высокой степенью очистки и отсутствия посторонних примесей.,2017-01-17,2029-04-17,4.27,On Backorder
655,Простокваша,1539,167,Молочные продукты,"Помогает улучшить состояние волос, ногтей и кожи.",1991-06-01,2026-01-01,1.8,Cancelled
656,Голландский сыр,9868,582,Молочные продукты,"Отличается высоким содержанием фолиевой кислоты, необходимой для формирования новых клеток.",2021-05-03,2027-03-01,3.26,Returned
657,Яблоко,6438,116,Фрукты,Помогает укрепить иммунную систему и защитить организм от инфекций.,1997-01-27,2017-01-13,3.89,New
658,Телятина,3915,683,Мясо,Помогает поддерживать нормальный обмен веществ и метаболизм.,2020-01-04,2025-01-08,4.39,On Backorder
659,Огурец,1465,982,Овощи,Помогает нормализовать артериальное давление и уровень холестерина.,2016-03-22,2023-07-13,3.78,Shipping
660,Карамбола,7224,560,Фрукты,Прошел сертификацию на соответствие требованиям органических стандартов.,1997-01-05,2013-01-05,1.35,In Stock
661,Огурец,7456,784,Овощи,Рекомендуется для ежедневного потребления в умеренных количествах.,2002-01-08,2023-07-01,2.01,Out of Stock
662,Фенхель,6864,888,Овощи,Отличается стабильностью вкуса и качества в течение всего срока хранения.,2003-04-01,2028-07-01,1.51,Returned
663,Феодосийская,5552,624,Напитки,"Помогает поддерживать нормальный уровень эндорфинов, гормонов радости и удовольствия.",2001-01-13,2028-03-15,1.91,Awaiting Review
664,Моющее средство для пола,8900,839,Товары для дома,Может быть использован в качестве заменителя менее полезных продуктов.,2012-01-03,2013-02-06,3.17,Returned
665,Кашинская,5524,91,Напитки,Подходит для использования в качестве замены традиционных молочных продуктов.,2005-01-12,2028-05-02,0.97,Sold
666,Пироги с мясом,7878,437,Мясо,Помогает поддерживать мышечную массу и улучшает спортивные результаты.,1994-07-02,2000-07-15,0.31,Available for Pickup
667,Голландский сыр,1829,425,Молочные продукты,"Отличается низким содержанием лактозы, что делает его доступным для людей с ее непереносимостью.",1997-08-15,2021-04-02,1.26,Backorder
668,Каймак,5234,208,Молочные продукты,Помогает поддерживать нормальное функционирование печени и желчного пузыря.,2022-03-10,2027-03-08,3.16,Temporarily Unavailable
669,Ряженка,4986,680,Молочные продукты,Отличается удобством использования и экономичностью в расходе.,2003-02-02,2017-10-05,2.09,Pending
670,Сметана,3773,499,Молочные продукты,"Отличается высоким содержанием антиоксидантов, защищающих клетки от окислительного стресса.",2015-03-02,2020-09-03,3.39,Awaiting Payment
671,Пылесос,2413,147,Товары для дома,Прошел тестирование на отсутствие ГМО и вредных химических соединений.,2004-02-13,2015-04-01,2.51,Returned
672,Пакеты для Всемирного дня воды,2672,191,Товары для дома,"Отличается высоким содержанием фолиевой кислоты, необходимой для формирования новых клеток.",1995-02-14,2015-05-08,2.25,New
673,Петрушка корневая,440,76,Овощи,Является важным элементом спортивного питания для восстановления после тренировок.,1992-01-03,2029-01-02,2.76,New
674,"Сухофрукты (изюм, курага, чернослив)",4910,865,Бакалея,"Помогает поддерживать нормальный уровень эндорфинов, гормонов радости и удовольствия.",1999-04-12,2020-01-15,2.16,Returned
675,Каша из овса,8992,484,Бакалея,"Отличается высоким содержанием олигосахаридов, полезных для здоровья кишечника и иммунной системы.",2020-03-09,2030-06-03,3.75,Delivered
676,Студень,2969,439,Мясо,"Является источником витаминов группы B, необходимых для энергетического обмена.",2003-04-09,2013-03-02,3.03,Pending
677,Сок ананасовый,3017,738,Напитки,"Помогает поддерживать нормальный уровень дигидротестостерона, гормона, отвечающего за половое созревание у мужчин.",2010-04-02,2021-02-09,1.01,Awaiting Payment
678,Боржоми,8488,931,Напитки,Помогает поддерживать нормальное функционирование печени и желчного пузыря.,2018-05-16,2029-06-20,4.95,Pending
679,Блендер,3894,186,Товары для дома,Помогает поддерживать нормальный уровень холестерина в крови.,2019-03-07,2028-04-20,0.13,Temporarily Unavailable
680,Мыло жидкое,5712,220,Товары для дома,"Помогает поддерживать нормальный уровень апигенина, флавоноида, полезного для здоровья мозга и иммунной системы.",2016-02-01,2019-02-01,0.99,Temporarily Unavailable
681,Пакеты для Всемирного дня музыки,8685,56,Товары для дома,Отличается высокой степенью очистки и отсутствия посторонних примесей.,2015-05-02,2017-01-04,0.03,Awaiting Review
682,Чечевица,9536,805,Овощи,"Является источником незаменимых аминокислот, необходимых для построения мышц.",2018-01-07,2020-07-03,3.31,Shipping
683,Шейка,5777,436,Мясо,Отличается низкой калорийностью и высоким содержанием белка.,2019-05-15,2030-02-21,0.33,Shipping
684,Мыло твердое,5723,897,Товары для дома,Помогает поддерживать нормальный уровень холестерина в крови.,2002-01-11,2002-02-16,2.26,Awaiting Payment
685,Клюква,5209,444,Фрукты,Помогает улучшить когнитивные функции и память.,2010-04-17,2014-02-03,2.03,Pending
686,Клубника,9483,743,Фрукты,"Отличается высоким содержанием альфа-липоевой кислоты, мощного антиоксиданта.",2014-07-02,2020-01-23,3.05,In Stock
687,"Орехи (грецкий орех, миндаль, фундук)",8042,839,Бакалея,"Отличается высоким содержанием эвгенола, вещества, обладающего обезболивающими и антисептическими свойствами.",2014-05-14,2022-02-07,4.02,Shipping
688,Мускатный орех молотый,7498,960,Бакалея,Способствует снижению уровня стресса и улучшению настроения.,1995-03-08,2026-11-03,0.47,Awaiting Review
689,Пакеты для Дня космонавтики,5493,691,Товары для дома,Используется в косметологии для ухода за кожей и волосами.,1998-07-01,2007-07-02,4.45,Delivered
690,Зельц,4186,632,Мясо,"Помогает поддерживать нормальный уровень серотонина, гормона счастья.",2009-02-09,2021-01-01,0.67,New
691,Оленина,2710,225,Мясо,Является важной составляющей рациона для поддержания общего здоровья и благополучия.,2018-03-02,2025-01-22,3.01,Backorder
692,Авокадо,153,266,Фрукты,Помогает поддерживать нормальный уровень артериального давления.,2012-01-01,2023-11-09,4.87,Refunded
693,Айва,5652,983,Фрукты,Может использоваться в детском питании начиная с раннего возраста.,2007-04-11,2028-01-10,2.89,Awaiting Review
694,Сухое мясо,6557,652,Мясо,"Является источником незаменимых аминокислот, необходимых для построения мышц.",2004-02-02,2024-01-01,0.09,Sold
695,Эндивий,2555,30,Овощи,Помогает поддерживать нормальный уровень кислотности желудка.,2001-04-05,2003-03-05,0.7,Awaiting Payment
696,Каша из камута,4514,96,Бакалея,"Помогает поддерживать нормальный уровень даидзеина, изофлавона, полезного для здоровья женщин во время менопаузы.",1991-04-22,1999-06-03,4.56,Returned
697,Антрекот,2896,931,Мясо,"Отличается длительным сроком годности, что позволяет делать запасы.",2017-01-09,2027-04-03,2.78,Refunded
698,Матрасы,6350,712,Товары для дома,Помогает регулировать уровень сахара в крови и предотвращать резкие скачки инсулина.,1990-04-13,2010-10-04,2.2,Awaiting Payment
699,Половники,2488,567,Товары для дома,Является важным компонентом рациона для поддержания гормонального баланса.,2000-02-09,2003-07-14,3.4,Awaiting Review
700,Грудинка,5272,559,Мясо,Помогает улучшить когнитивные функции и память.,2004-03-02,2022-01-05,2.78,Backorder
701,Ветчина,8665,342,Мясо,Способствует снижению уровня стресса и улучшению настроения.,2007-12-02,2030-01-15,0.24,Shipping
702,Каша из полбы,856,463,Бакалея,Улучшает настроение и общее самочувствие благодаря содержанию триптофана.,2000-11-02,2030-03-21,2.56,Backorder
703,Консервированные бобы,6859,9,Бакалея,Помогает сохранять бодрость и активность в течение дня.,2016-05-05,2021-01-16,0.14,Temporarily Unavailable
704,Чизбургеры,8016,21,Мясо,Помогает предотвратить дефицит витаминов и минералов в организме.,2017-01-01,2020-02-04,3.97,New
705,Киви,4333,728,Фрукты,"Отличается устойчивостью к температурным изменениям, что облегчает хранение.",2010-07-03,2013-01-25,1.61,New
706,Горчица зерновая,2449,515,Бакалея,Прошел тщательный отбор сырья и контроль на каждом этапе производства.,2019-06-01,2020-05-14,3.49,Delivered
707,Каша из дробленного риса,6377,41,Бакалея,"Отличается приятным ароматом, который усиливает аппетит.",1994-04-10,2004-02-03,1.19,In Stock
708,Гауда,590,652,Молочные продукты,"Помогает поддерживать нормальный уровень кортизола, гормона стресса.",2005-02-08,2019-01-27,2.89,Returned
709,Мешки для мусора,5232,506,Товары для дома,Помогает поддерживать нормальный уровень мочевой кислоты в организме.,2016-02-18,2023-05-04,3.53,Returned
710,Эндивий,1468,62,Овощи,"Отличается высоким содержанием витаминов группы D, необходимых для здоровья костей и иммунитета.",1998-01-06,2005-12-08,1.14,Returned
711,Пармезан,434,372,Молочные продукты,Отличается легкостью в переваривании и усвоении организмом.,2020-02-20,2029-01-15,3.77,Awaiting Review
712,Зира молотая,666,598,Бакалея,"Отличается высоким содержанием рутина, флавоноида, укрепляющего сосуды и улучшающего кровообращение.",2006-08-07,2009-02-06,1.12,Awaiting Payment
713,Озеро Медвежье,770,728,Напитки,"Подходит для людей, следящих за своим весом, благодаря низкому содержанию калорий.",2011-06-21,2029-03-18,3.95,Cancelled
714,Пакеты для документов,7530,534,Товары для дома,Может использоваться в косметических процедурах для увлажнения кожи.,2009-05-09,2023-02-13,4.81,Cancelled
715,Карамбола,4833,418,Фрукты,"Отличается высоким содержанием ликопина, каротиноида, полезного для здоровья простаты и кожи.",2001-04-07,2025-02-15,3.64,Backorder
716,Мордовская,8821,531,Напитки,Прошел клинические испытания и рекомендован специалистами в области здравоохранения.,2011-02-04,2013-06-05,3.57,Refunded
717,Стейк,8030,792,Мясо,"Помогает поддерживать нормальный уровень лептина, гормона насыщения.",2007-02-01,2030-05-04,1.49,Cancelled
718,Кострец,9903,288,Мясо,Отличается легкостью в переваривании и усвоении организмом.,2009-04-04,2017-08-03,2.63,Returned
719,Моцарелла,6850,676,Молочные продукты,"Отличается высоким содержанием тиамина, необходимого для нормального функционирования нервной системы.",2016-10-17,2030-07-01,0.6,Out of Stock
720,Темный шоколад,4812,403,Бакалея,Высокое содержание белка обеспечивает длительное чувство сытости и способствует поддержанию мышечной массы.,2010-02-01,2029-01-03,1.43,Sold
721,Кефир,9018,623,Молочные продукты,Отличается высокой степенью очистки и отсутствия посторонних примесей.,1995-07-10,1999-05-13,3.42,On Backorder
722,Сметана,1706,519,Молочные продукты,"Отличается высоким содержанием L-карнозина, аминокислоты, полезной для мышц и мозга.",2018-08-15,2028-02-16,3.02,Awaiting Payment
723,Каша из амаранта,3085,601,Бакалея,Рекомендуется для включения в рацион беременных женщин и кормящих матерей.,1995-03-20,2011-02-02,0.47,Refunded
724,Сметана,3464,116,Молочные продукты,"Является источником незаменимых аминокислот, необходимых для построения мышц.",1996-01-02,2023-04-01,1.17,Awaiting Review
725,Фарш говяжий,1238,970,Мясо,"Отличается высоким содержанием кемпферола, флавоноида, полезного для здоровья сердца и сосудов.",1991-03-03,2029-03-04,1.13,In Stock
726,Капуста белокочанная,6587,881,Овощи,Помогает улучшать качество сна и снижать уровень тревожности.,1997-01-14,2014-04-09,4.7,Backorder
727,Пакеты для барбекю,4071,587,Товары для дома,"Отличается высоким содержанием кверцетина, флавоноида, обладающего антиоксидантными и противовоспалительными свойствами.",1995-09-02,2024-06-07,1.36,Sold
728,Инжир,8986,921,Фрукты,"Помогает поддерживать нормальный уровень кортизола, гормона стресса.",1994-02-15,1996-11-09,2.11,On Backorder
729,Adrenaline Rush,4637,463,Напитки,"Помогает поддерживать нормальный уровень дигидротестостерона, гормона, отвечающего за половое созревание у мужчин.",2017-01-03,2023-01-02,0.55,In Stock
730,Корица молотая,5406,516,Бакалея,"Помогает поддерживать нормальный уровень апигенина, флавоноида, полезного для здоровья мозга и иммунной системы.",1993-06-04,2017-09-20,4.32,Out of Stock
731,Мороженое,1654,722,Молочные продукты,"Отличается высоким содержанием капсаицина, вещества, ускоряющего метаболизм и уменьшающего боль.",2010-02-25,2025-04-13,1.85,Returned
732,Марийская,6495,541,Напитки,Помогает улучшать качество сна и снижать уровень тревожности.,1993-12-09,1999-01-01,2.38,Sold
733,Черный перец горошком,5061,76,Бакалея,"Помогает поддерживать нормальный уровень куркумина, вещества, обладающего противовоспалительными и антиоксидантными свойствами.",2010-01-06,2027-01-05,3.79,In Stock
734,Фольга алюминиевая,5258,321,Товары для дома,"Отличается устойчивостью к температурным изменениям, что облегчает хранение.",1990-02-16,2010-06-04,3.92,Out of Stock
735,Кокосовая вода,3875,327,Напитки,Может использоваться в детском питании начиная с раннего возраста.,2006-04-12,2011-02-03,1.81,Out of Stock
736,Копчености,8290,184,Мясо,"Отличается высоким содержанием ресвератрола, вещества, обладающего антивозрастными свойствами.",1994-08-02,2016-01-02,3.56,Available for Pickup
737,Кольраби,8438,688,Овощи,Подходит для использования в качестве основы для смузи и коктейлей.,2004-02-08,2024-02-01,4.72,Out of Stock
738,Голландский сыр,4042,645,Молочные продукты,"Является источником витаминов группы B, необходимых для энергетического обмена.",2011-06-08,2025-03-03,4.86,New
739,Малина,7556,112,Фрукты,Отличается низким содержанием насыщенных жиров и холестерина.,1996-03-07,2027-03-01,3.4,Out of Stock
740,Батат,5870,403,Овощи,Помогает поддерживать здоровье нервной системы благодаря содержанию магния.,2014-03-06,2016-11-12,3.86,Sold
741,Пакеты для охоты,7884,140,Товары для дома,"Помогает поддерживать нормальный уровень мелатонина, гормона сна.",1993-06-07,2023-04-22,0.49,Shipping
742,Пастернак,6350,789,Овощи,Помогает поддерживать здоровье нервной системы благодаря содержанию магния.,1995-06-04,2010-04-11,1.19,Shipping
743,Киви,3028,895,Фрукты,"Отличается высоким содержанием антоцианов, пигментов, обладающих антиоксидантными и противовоспалительными свойствами.",1999-01-03,2010-02-05,3.36,Out of Stock
744,Гуляш,7435,901,Мясо,Помогает поддерживать нормальный уровень гемоглобина в крови.,2008-09-20,2011-01-01,1.39,Temporarily Unavailable
745,Пена для бритья,4820,273,Товары для дома,Может использоваться в косметических процедурах для увлажнения кожи.,2010-04-05,2019-01-17,1.21,Available for Pickup
746,Тверская,7225,864,Напитки,"Является источником важных микроэлементов, таких как магний и калий.",2000-11-03,2013-03-08,2.85,Shipping
747,Пакеты для бассейна,8189,372,Товары для дома,Помогает поддерживать нормальный уровень тестостерона у мужчин.,2001-01-03,2021-06-12,1.06,Out of Stock
748,Батат,3162,444,Овощи,Может использоваться в косметических процедурах для увлажнения кожи.,1991-04-16,2022-01-16,4.17,Shipping
749,Чеснок,6176,176,Овощи,Отличается высокой питательной ценностью и помогает поддерживать здоровый образ жизни.,2009-06-23,2011-01-10,2.7,New
750,Пармезан,7035,269,Молочные продукты,"Помогает поддерживать нормальный уровень индолов, веществ, способных защищать от рака.",1998-01-05,1998-01-07,3.54,Temporarily Unavailable
751,Корица молотая,5861,532,Бакалея,Помогает поддерживать нормальный уровень холестерина в крови.,2013-03-03,2025-03-05,4.97,Shipping
752,Амарант крупа,5090,723,Бакалея,"Отличается высоким содержанием калия, необходимого для нормальной работы сердца.",2005-04-04,2024-01-03,1.62,Awaiting Payment
753,Новошахтинская,4719,255,Напитки,"Отличается высоким содержанием хлорогеновых кислот, веществ, способствующих снижению веса и контролю уровня сахара в крови.",1997-01-02,2010-11-10,3.12,On Backorder
754,Vittel,7281,478,Напитки,"Помогает поддерживать здоровую кожу, волосы и ногти благодаря содержанию биотина.",1991-03-13,1998-01-05,0.94,Backorder
755,Пледы,7833,309,Товары для дома,Помогает поддерживать нормальный уровень кислотности желудка.,2022-05-12,2026-02-23,0.42,Cancelled
756,Буррито с мясом,6332,490,Мясо,"Отличается высоким содержанием мирицетина, флавоноида, обладающего антиоксидантными и противовоспалительными свойствами.",2016-08-04,2022-06-18,1.49,Temporarily Unavailable
757,Портулак,4144,277,Овощи,"Отличается высоким содержанием инозитола, необходимого для здоровья нервной системы.",2012-01-20,2017-01-13,1.75,Available for Pickup
758,Мак семена,4024,15,Бакалея,"Помогает поддерживать нормальный уровень мелатонина, гормона сна.",2017-01-06,2026-03-12,2.83,Delivered
759,Копчености,749,532,Мясо,"Отличается высоким содержанием кверцетина, флавоноида, обладающего антиоксидантными и противовоспалительными свойствами.",2009-01-13,2023-01-10,3.34,Pending
760,Каша из пшена,7715,95,Бакалея,"Помогает поддерживать нормальный уровень ацетилхолина, нейромедиатора, ответственного за память и обучение.",2015-01-09,2019-04-09,2.62,Backorder
761,Каша из дробленной пшеничной крупы,1447,518,Бакалея,Прошел тщательный отбор сырья и контроль на каждом этапе производства.,2009-08-01,2010-01-17,4.29,Pending
762,Шалфей сушеный,1660,758,Бакалея,"Отличается высоким содержанием лютеолина, флавоноида, обладающего противовоспалительными свойствами.",2015-07-01,2024-02-05,1.34,Delivered
763,Спрайт,938,325,Напитки,Помогает поддерживать нормальный уровень эстрогенов у женщин.,1997-03-06,2008-02-02,4.76,Shipping
764,Стаканы,4516,643,Товары для дома,"Помогает поддерживать нормальный уровень эритропоэтина, гормона, стимулирующего производство эритроцитов.",2017-03-01,2021-01-01,2.55,Sold
765,"Специи (перец, куркума, зира)",5017,816,Бакалея,Отличается хорошей совместимостью с другими продуктами питания.,1990-08-04,2010-01-20,0.61,Backorder
766,Полотенца банные,5528,338,Товары для дома,"Помогает поддерживать нормальный уровень индолов, веществ, способных защищать от рака.",1998-02-19,2009-11-03,4.24,Delivered
767,Кондиционер для белья,3135,250,Товары для дома,"Помогает поддерживать нормальный уровень даидзеина, изофлавона, полезного для здоровья женщин во время менопаузы.",2009-01-02,2029-04-05,0.58,Cancelled
768,Каша из дробленой ячменя,829,832,Бакалея,Отвечает всем современным стандартам качества и безопасности.,2019-01-27,2025-01-03,1.74,Pending
769,Конфи,7909,215,Мясо,"Отличается высоким содержанием цинка, необходимого для здоровой иммунной системы.",1999-05-02,2028-01-10,0.41,Backorder
770,Козлятина,6027,997,Мясо,Подходит для людей с различными пищевыми предпочтениями и аллергиями.,1990-04-16,2013-02-15,2.81,Awaiting Review
771,Паштет,3671,148,Мясо,"Отличается высоким содержанием рутина, флавоноида, укрепляющего сосуды и улучшающего кровообращение.",2000-03-02,2028-04-04,1.21,Awaiting Payment
772,Батат,2169,445,Овощи,Способствует нормализации обмена веществ в организме.,2020-01-02,2022-01-13,2.02,Sold
773,Пахта,9307,486,Молочные продукты,"Отличается разнообразием вкусов и текстур, что позволяет каждому найти свой любимый продукт.",2013-04-03,2028-03-01,2.36,Returned
774,Морковь,8468,965,Овощи,"Отличается высоким содержанием нарингина, флавоноида, полезного для снижения уровня холестерина и улучшения пищеварения.",2009-06-11,2012-01-04,0.96,Available for Pickup
775,Блюдца,1256,244,Товары для дома,"Помогает поддерживать нормальный уровень кумаринов, веществ, обладающих антикоагулянтными свойствами.",2013-07-02,2019-01-12,1.92,Temporarily Unavailable
776,Йогурт,1194,48,Молочные продукты,"Отличается высоким содержанием генистеина, изофлавона, полезного для здоровья костей и профилактики рака.",1991-04-08,2002-08-06,3.04,Temporarily Unavailable
777,Помело,6691,816,Фрукты,"Помогает поддерживать нормальный уровень гистамина, важного для иммунной системы.",2018-05-14,2019-02-13,0.79,Sold
778,Манго,6621,70,Фрукты,Помогает предотвратить дефицит витаминов и минералов в организме.,2007-03-05,2030-03-05,1.6,Pending
779,Российский сыр,3866,792,Молочные продукты,"Отличается высоким содержанием антиоксидантов, защищающих клетки от окислительного стресса.",2016-07-05,2023-02-08,1.09,Backorder
780,Цукини,2544,840,Овощи,"Отличается высоким содержанием витамина C, необходимого для здоровья кожи и иммунной системы.",2018-01-06,2029-02-10,1.13,Awaiting Payment
781,Красный перец чили молотый,5680,399,Бакалея,Помогает поддерживать оптимальный вес и форму тела.,2011-07-04,2016-01-11,2.1,On Backorder
782,Пакеты многоразовые,473,833,Товары для дома,"Отличается высоким содержанием пребиотиков, способствующих здоровью кишечника.",2006-09-03,2014-01-13,1.1,Temporarily Unavailable
783,Кабанятина,7695,358,Мясо,Способствует нормализации обмена веществ в организме.,2019-02-14,2029-01-01,4.33,New
784,Чеснок,1777,753,Овощи,"Является источником витаминов группы B, необходимых для энергетического обмена.",2010-06-08,2028-02-01,2.68,Temporarily Unavailable
785,Red Bull,4109,987,Напитки,Способствует нормализации обмена веществ в организме.,2017-11-02,2026-01-01,4.31,Returned
786,Темный шоколад,7580,387,Бакалея,"Отличается высоким содержанием пробиотиков, улучшающих микрофлору кишечника.",2011-01-05,2021-01-22,4.49,Sold
787,Брынза,5397,70,Молочные продукты,"Универсальный продукт, который можно использовать в приготовлении как сладких, так и соленых блюд.",2002-04-02,2021-07-09,0.35,Returned
788,Сырой арахис,6215,405,Бакалея,Является важным элементом спортивного питания для восстановления после тренировок.,1995-01-12,1998-06-26,3.64,On Backorder
789,Молочный коктейль,8441,791,Напитки,"Обладает приятными органолептическими свойствами, привлекающими внимание покупателей.",1999-04-04,2029-03-01,0.86,Out of Stock
